id,track_name,popularity,artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3xD25AVq9DLXXuvIhlbutB,The Touch Of Your Lips,15,Chet Baker,0.381,0.0788,0.0,-15.333,0.0318,0.931,0.00142,0.139,0.0642,109.421
5YFNNttoG1BAYBMkWPdjes,I've Never Been In Love Before - Vocal Version,15,Chet Baker,0.545,0.0522,10.0,-16.266,0.0372,0.928,9.97e-05,0.106,0.213,63.279
6c7C5hS7RK16668SXiPlNW,The Thrill Is Gone - Vocal Version,14,Chet Baker,0.424,0.0452,0.0,-18.647,0.0365,0.973,0.00433,0.164,0.135,112.1
24oFYlpLKtnxmzCVovREiT,My Buddy - Vocal Version,14,Chet Baker,0.72,0.07,9.0,-19.69,0.0412,0.633,2.46e-05,0.13,0.49,134.997
3R1WiqVxSlcUX0KqSuhvIa,That Ole Devil Called Love,14,Chet Baker,0.524,0.184,0.0,-14.325,0.0304,0.985,0.962,0.123,0.208,66.479
6chfI1CMJV8AiByJ9E8G4i,Embraceable You,14,Chet Baker,0.547,0.0211,5.0,-19.64,0.0444,0.932,2e-05,0.107,0.277,122.726
4f74hR3KdVtB6eDvUoe8D4,I Wish You Love,14,Chet Baker,0.552,0.0817,5.0,-15.886,0.0364,0.978,0.635,0.072,0.345,104.657
4XUzlLMBKlNUF0sWeZTd02,When Your Lover Has Gone,14,Chet Baker,0.279,0.0801,5.0,-17.277,0.0424,0.934,0.0,0.187,0.132,76.67
6Zfm1VNqPcFBhOex6s7ouW,You're My Thrill,13,Chet Baker,0.692,0.103,2.0,-15.561,0.0345,0.922,0.00883,0.142,0.313,103.448
7nRatpb5JJYkOwVL0JXYXw,Don't Explain,13,Chet Baker,0.329,0.109,10.0,-16.292,0.0343,0.979,0.831,0.12,0.129,114.37
2AveKKmqmhvFTDa0nEf5b0,There Is No Greater Love,13,Chet Baker,0.275,0.108,9.0,-13.302,0.0318,0.949,0.0,0.113,0.192,171.785
5aRSwXltFDMb5LkX5O8sA5,Easy Living,13,Chet Baker,0.408,0.147,10.0,-14.382,0.0315,0.943,2.36e-05,0.195,0.204,65.078
2ddHUXCVGMGQ35RImeavZh,Baby Breeze,12,Chet Baker,0.718,0.264,6.0,-10.987,0.0604,0.944,0.703,0.152,0.54,113.101
6eqqUNrkU8F1KRheWKyV81,On Green Dolphin Street,13,Chet Baker,0.58,0.015,5.0,-18.845,0.0449,0.983,0.908,0.0852,0.236,93.148
7sy3XRASvuLP74xJLvBxCj,A Taste Of Honey,12,Chet Baker,0.299,0.064,0.0,-18.342,0.0373,0.942,0.00562,0.0715,0.247,104.633
2hoWfT6BSYryBUBRcywrye,The Song Is You,12,Chet Baker,0.584,0.246,7.0,-14.539,0.0462,0.917,0.0744,0.111,0.714,119.877
0aaoROcLYPIW5tR4rqGU77,"Oh, You Crazy Moon",12,Chet Baker,0.385,0.0724,5.0,-19.172,0.0439,0.97,0.263,0.223,0.0957,78.347
1f5apZjLiWPAVoD7DBFFKC,There's A Lull In My Life,12,Chet Baker,0.581,0.0357,3.0,-17.607,0.0489,0.947,3.03e-06,0.1,0.276,116.728
0Jy3jQfmyoMrxGT8aXSMRw,There Will Never Be Another You - Instrumental,12,Chet Baker,0.511,0.133,3.0,-15.871,0.0518,0.933,0.00318,0.0716,0.663,169.205
1SNX9sH1OyREAWAdbmZrjG,Let Me Be Loved - Remastered 2000 / Vocal Version,11,Chet Baker,0.35,0.00639,7.0,-21.72,0.0414,0.955,0.0513,0.146,0.23,112.911
30n0wmJQM7jLeUPfI4lglg,The Night We Called It A Day,12,Chet Baker,0.489,0.0114,5.0,-22.482,0.0405,0.917,1.64e-05,0.137,0.199,114.55
67ZnxeqdJqgrVLIHLblxel,Makin' Whoopee,11,Chet Baker,0.469,0.0624,7.0,-17.877,0.04,0.981,0.946,0.123,0.366,78.887
6SvT5QXB2sqlXKgnyReLNP,Jersey Bounce,12,Chet Baker,0.597,0.216,7.0,-16.235,0.0672,0.863,0.0125,0.0727,0.496,135.007
4djSJMYuNXLYKatXtMVuWQ,This Is Always - Remastered 2004,11,Chet Baker,0.322,0.124,8.0,-14.293,0.0366,0.96,0.017,0.287,0.225,171.411
354Glg94l252qcLpT3bF5A,"Lullaby Of The Leaves - Live At The Tiffany Club, Los Angeles, CA / 1954 / Remastered 2004",11,Chet Baker,0.684,0.068,0.0,-20.266,0.0434,0.981,0.901,0.656,0.472,120.029
5kqVlvHkDMin1WN7OMAx7s,A Foggy Day,11,Chet Baker,0.638,0.51,7.0,-5.584,0.0338,0.455,0.0178,0.0785,0.49,91.624
70bL7vcFtyNxZEWt3LBotD,Trav'lin' Light,11,Chet Baker,0.292,0.105,5.0,-16.326,0.0327,0.94,0.0,0.258,0.246,75.663
1yfaClymOBvhAr4QTHXEEo,Little Man You've Had A Busy Day,10,Chet Baker,0.482,0.229,0.0,-12.048,0.0317,0.982,0.835,0.125,0.322,83.646
02xDsMe76HvAsJ4ZvPvb9M,Reunion,10,Chet Baker,0.729,0.241,8.0,-15.598,0.0757,0.866,0.232,0.0934,0.763,111.715
7GplfdINfGg35o2jA4h4xV,Little Girl Blue,10,Chet Baker,0.539,0.0284,7.0,-19.872,0.0387,0.985,0.947,0.078,0.195,54.763
6bJA33OTkulboaNa9JYlql,Crazy She Calls Me,10,Chet Baker,0.435,0.133,5.0,-14.205,0.0331,0.978,0.932,0.065,0.151,96.451
3rH8eSx6LSmnmkOPLudyl8,Think Beautiful,10,Chet Baker,0.423,0.243,0.0,-13.924,0.0776,0.875,0.016,0.329,0.26,76.416
2MJVuFGi7HdnSHJcXjZ9Nz,Long Ago (And Far Away),9,Chet Baker,0.572,0.202,7.0,-15.612,0.0367,0.766,0.000989,0.0834,0.588,90.127
4MWeoN1khi1EPbd8C8fauC,How Long Has This Been Going On,9,Chet Baker,0.554,0.0305,5.0,-16.945,0.0451,0.984,0.929,0.101,0.252,115.385
65QZVzhzTNmnl69S4NwfJk,The Phoenix Love Them (Senza Fine),9,Chet Baker,0.643,0.34,3.0,-12.124,0.0337,0.769,0.816,0.09,0.559,108.71
16OHsLADczc8fwoOkvu0nk,For Minors Only,9,Chet Baker,0.697,0.376,8.0,-9.303,0.06,0.311,8.85e-05,0.183,0.732,110.745
3s6ehwKtRVylPtqg8UDKRt,My Funny Valentine,10,Chet Baker,0.44,0.0302,0.0,-18.564,0.0375,0.929,0.00836,0.109,0.213,107.716
5QOaI5h4ZrwfwC4L7pRyQX,Forgetful,9,Chet Baker,0.543,0.0269,7.0,-21.029,0.0432,0.965,0.00395,0.0992,0.163,122.222
2nt3ND0kyOgz5yknHIENJ4,Comin' Down,9,Chet Baker,0.46,0.479,5.0,-10.536,0.056,0.693,0.229,0.237,0.659,80.995
4BLWrMQLaoFoYz7Uq6IJI0,Phil's Blues,9,Chet Baker,0.634,0.477,1.0,-8.546,0.0331,0.37,0.0116,0.0503,0.643,106.325
6RJyYDJ25KGvF1mUWFB2Uu,While My Lady Sleeps,8,Chet Baker,0.513,0.0181,0.0,-22.111,0.0436,0.955,0.00227,0.108,0.142,121.788
3T1f0cI8oZqUhNMAhoF4kq,This Is The Thing,8,Chet Baker,0.537,0.49,0.0,-11.018,0.0375,0.646,0.00549,0.265,0.702,96.013
1P8aq46N4LVSEwmIrAMRJs,All The Things You Are,8,Chet Baker,0.606,0.257,8.0,-17.678,0.0392,0.712,1.16e-05,0.345,0.524,89.112
3i9PedMXGqAnWsppMoqh5o,One With One,8,Chet Baker,0.505,0.119,11.0,-16.944,0.0436,0.968,0.485,0.0857,0.326,63.64
6bxnt6GE4WFi6H2avNJN7G,Tommyhawk,8,Chet Baker,0.592,0.544,7.0,-7.344,0.0311,0.818,0.000105,0.203,0.685,101.662
6Nqwe7T0r7y6cjXqGLL4NC,Once In A While,8,Chet Baker,0.521,0.21,7.0,-15.986,0.0405,0.866,0.753,0.109,0.521,94.674
2YMy5iZK9IUyOV9a5P7rs8,You Can't Go Home Again,9,Chet Baker,0.173,0.242,1.0,-13.287,0.0312,0.914,0.0173,0.139,0.19,80.303
4szB8DFQSJPeS1XaANWWDE,Pamela's Passion - \,8,Chet Baker,0.523,0.391,0.0,-13.666,0.0453,0.536,0.255,0.0827,0.673,87.573
2phizSEmazhNwZLvLJCWHw,Mean To Me,7,Chet Baker,0.664,0.259,5.0,-11.934,0.0385,0.934,0.266,0.0831,0.553,114.024
7HRtCde1cATI3NB7xsFDWY,What Is There To Say,8,Chet Baker,0.612,0.0269,3.0,-16.548,0.046,0.985,0.863,0.104,0.16,117.74
7cWEIYbfQWsqtvzsnF28XA,These Foolish Things (Remind Me Of You),8,Chet Baker,0.505,0.203,10.0,-12.8,0.0357,0.971,0.778,0.149,0.181,129.822
5ujwI5IWTnS8uwAkSjUWFP,For All We Know,38,Chet Baker,0.295,0.044,10.0,-25.261,0.0358,0.899,0.567,0.673,0.0752,50.323
12o1xmYhDACNolRBMscS2F,Portrait in Black and White,37,Chet Baker,0.444,0.201,7.0,-19.577,0.041,0.794,0.383,0.667,0.168,93.156
6en7QaJN7WqDOdafXTlVHK,Broken Wing,35,Chet Baker,0.499,0.12,1.0,-22.96,0.0413,0.827,0.522,0.696,0.205,110.807
5hqvqiMcaM9eHMpxoH4DNW,I'm a Fool to Want You,35,Chet Baker,0.398,0.0756,5.0,-21.655,0.0362,0.819,0.246,0.587,0.116,60.606
5gvmBsrEbdBThWS5nB5JJQ,Stella by Starlight,32,Chet Baker,0.515,0.214,7.0,-19.971,0.0586,0.476,0.0168,0.597,0.231,139.884
5OfJU27y7noTutBSgqRhH7,For Minors Only,30,Chet Baker,0.487,0.466,10.0,-15.334,0.0571,0.243,0.0544,0.658,0.689,130.053
5uhMsBdQ4UjZfB8OvoW3bt,You'd Be so Nice to Come Home to,30,Chet Baker,0.502,0.48,0.0,-12.21,0.0692,0.816,0.837,0.742,0.384,144.596
5kG4Rfo604m8mlN43VOXEW,Arborway,29,Chet Baker,0.362,0.325,8.0,-18.941,0.0361,0.675,0.256,0.688,0.294,142.969
4SO67bemSyzuGeBlUjS9HP,Four,28,Chet Baker,0.49,0.409,10.0,-15.944,0.0439,0.253,0.0248,0.961,0.629,106.408
4cUpl7HByfY3ZRWxJJYB9T,Almost Blue,42,Chet Baker,0.367,0.0489,0.0,-23.242,0.0345,0.933,0.463,0.684,0.0778,107.596
2cvVaStepQEHpvkoY5mde2,Beatrice,28,Chet Baker,0.444,0.727,10.0,-8.403,0.0461,0.341,0.699,0.791,0.48,79.537
6L4dd2HeGmHqBZIBCXi6ZK,My Funny Valentine,29,Chet Baker,0.44,0.0971,8.0,-19.782,0.0414,0.711,0.211,0.473,0.15,132.298
5LMn9LvSIvXhIX8Ogai2XQ,Seven Steps to Heaven,26,Chet Baker,0.409,0.42,10.0,-16.494,0.0779,0.312,0.00272,0.91,0.478,87.18
4KPRNaD7aEVDZGpOsig2TW,Bockhanal - Alternate Take,0,Chet Baker,0.617,0.497,3.0,-11.519,0.0404,0.865,0.85,0.15,0.96,141.431
1wO3eWAHLnt5nopU0f6ukd,Happy Little Sunbeam,0,Chet Baker,0.7,0.38,2.0,-12.33,0.0433,0.934,0.946,0.0549,0.858,123.693
13CVSGLSFl4UxpDVR6u3dq,Strangers By Nature,59,Adele,0.387,0.253,5.0,-8.901,0.0336,0.798,0.000159,0.0848,0.134,68.004
46IZ0fSY2mpAiktS3KOqds,Easy On Me,81,Adele,0.604,0.366,5.0,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981
2DuPBbS5mIldXnh7Wum8Cy,My Little Love,62,Adele,0.339,0.492,1.0,-10.661,0.0559,0.829,0.00377,0.147,0.102,151.865
09u787BYeYIGd2mFIJ505t,Cry Your Heart Out,60,Adele,0.756,0.713,7.0,-6.917,0.102,0.523,3.35e-06,0.248,0.59,125.064
3Kkjo3cT83cw09VJyrLNwX,Oh My God,73,Adele,0.534,0.725,1.0,-3.906,0.046,0.091,0.0,0.0264,0.55,88.098
6w8ZPYdnGajyfPddTWdthN,Can I Get It,66,Adele,0.703,0.68,9.0,-6.118,0.0431,0.0171,0.0,0.178,0.536,97.985
6v0UJD4a2FtleHeSYVX02A,I Drink Wine,71,Adele,0.437,0.565,10.0,-5.596,0.0466,0.697,0.0,0.119,0.306,115.389
496vIKS2INz840xZaKncvR,All Night Parking (with Erroll Garner) Interlude,62,Adele,0.734,0.497,8.0,-9.666,0.166,0.67,2.35e-05,0.194,0.307,127.989
2c6xRsQBv7pynuhYhWoHxo,Woman Like Me,58,Adele,0.594,0.37,4.0,-10.561,0.173,0.749,3.2e-05,0.132,0.329,145.601
6bGMSP3H9YqkmaLnaJTIoF,Hold On,61,Adele,0.366,0.364,0.0,-7.814,0.0433,0.858,1.15e-05,0.165,0.459,165.902
10ImcQk9tihY1EKMDIbvXJ,To Be Loved,63,Adele,0.356,0.176,8.0,-8.291,0.0391,0.843,0.0,0.231,0.289,170.425
2j3GxEsbNYNeEzz86wDY4J,Love Is A Game,61,Adele,0.269,0.591,10.0,-5.79,0.0416,0.453,0.000695,0.0702,0.228,183.793
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,78,Adele,0.604,0.366,5.0,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981
5UrwEPYUW7zLUcHdSaD4zT,Hometown Glory,40,Adele,0.482,0.333,1.0,-10.956,0.0302,0.963,0.000906,0.117,0.284,122.546
1ESvthpg6hWmjlNJdpTrbH,Hometown Glory - High Contrast Remix,46,Adele,0.529,0.861,10.0,-6.306,0.0436,0.000621,0.175,0.109,0.116,173.021
6H8M8zVbFjejsqwJbEOsTf,Hometown Glory - High Contrast Remix Instrumental,25,Adele,0.601,0.852,10.0,-6.841,0.0533,0.000153,0.779,0.115,0.106,173.011
3rTF4xvF6xKI9WiLg8LFWn,Water Under the Bridge,36,Adele,0.59,0.833,5.0,-6.503,0.0615,0.0142,5.4e-06,0.105,0.538,94.963
5GltPAIcCUULOIAglW6R4l,Send My Love (To Your New Lover),41,Adele,0.688,0.533,6.0,-8.363,0.0865,0.0355,3.48e-06,0.172,0.567,164.069
3JKyJqHht1tCGEF7RNqnjM,Better Than Snow,0,Laufey,0.389,0.128,0.0,-14.454,0.0386,0.977,8.24e-05,0.105,0.173,83.147
3JKyJqHht1tCGEF7RNqnjM,Better Than Snow,0,Laufey,0.389,0.128,0.0,-14.454,0.0386,0.977,8.24e-05,0.105,0.173,83.147
4gJXJkd0zFFanZL2w0RsMB,Where or When,65,Laufey,0.277,0.285,0.0,-10.786,0.0348,0.97,0.0731,0.1,0.171,87.281
7zDeqKpbIzYAryslwO5asr,Where or When,21,Laufey,0.277,0.285,0.0,-10.786,0.0348,0.97,0.0731,0.102,0.171,87.281
5pdc3oeoqidUv0pem5xenZ,Bewitched - Rework,51,Laufey,0.274,0.0275,3.0,-29.952,0.0425,0.992,0.91,0.108,0.0382,72.523
7LosK92bbUaBb6dTHLESRv,Bewitched,48,Laufey,0.283,0.195,1.0,-12.154,0.0331,0.947,8.28e-05,0.111,0.319,138.953
59ufJBDa8L0dduJwcxXnZj,Dreamer,58,Laufey,0.613,0.146,2.0,-11.211,0.0394,0.954,0.0,0.0857,0.413,117.075
7sOUsRHqnu18iSYE0KM11f,Second Best,57,Laufey,0.419,0.204,10.0,-14.566,0.0343,0.952,1.45e-05,0.0999,0.154,135.141
6HD9dZsgPNrfu3cF1hqDob,Haunted,56,Laufey,0.481,0.266,7.0,-14.83,0.0284,0.962,0.0133,0.127,0.0932,109.087
2JGbFWHHaEI06ju458U1bI,Must Be Love,55,Laufey,0.413,0.171,0.0,-13.432,0.0348,0.962,0.000256,0.108,0.224,142.205
2vYe5IUwGeU3JgEZhxhKey,While You Were Sleeping,56,Laufey,0.299,0.333,4.0,-10.896,0.0343,0.931,4.19e-05,0.291,0.395,156.164
4bKuWOD35m2axLUKh5h3sl,Lovesick,56,Laufey,0.583,0.372,4.0,-9.58,0.0281,0.664,9.51e-06,0.112,0.338,104.973
7LviscbwsdfnVv1VYwx7l0,California and Me,55,Laufey,0.319,0.285,4.0,-11.803,0.0352,0.975,0.00139,0.103,0.234,76.827
7d10kpDvGHt2F2vIBewbFr,Nocturne (Interlude),54,Laufey,0.335,0.125,2.0,-16.564,0.036,0.989,0.947,0.109,0.0355,164.778
4kfAR8qSzipaG0K9Uw7qp6,Promise,57,Laufey,0.263,0.112,5.0,-16.55,0.0344,0.935,8.5e-05,0.0565,0.0903,76.244
29Gys08x2u3ZSERTe0WvbE,From The Start,55,Laufey,0.664,0.405,1.0,-7.413,0.08,0.877,0.000765,0.11,0.743,81.89
07glT1JH8qWRe3Om4dGcrC,Misty,54,Laufey,0.321,0.181,0.0,-12.758,0.0367,0.956,1.6e-05,0.0977,0.115,66.539
0IcQVGl2Y8Rkf6ezmn4RHD,Serendipity,54,Laufey,0.388,0.122,5.0,-14.536,0.0407,0.98,0.000223,0.115,0.224,125.218
2zlvJLzZdU00biRqmxQBNA,Letter To My 13 Year Old Self,55,Laufey,0.521,0.141,10.0,-14.915,0.03,0.97,0.000114,0.0992,0.235,92.06
2e0txm9dWOYCWbfUvPqU75,Bewitched,54,Laufey,0.283,0.195,1.0,-12.154,0.0331,0.947,8.28e-05,0.111,0.319,138.953
2SPbioo65CuUB3H0aW1ID5,Bored,74,Laufey,0.508,0.419,7.0,-9.786,0.0429,0.912,2.22e-05,0.114,0.257,139.109
0Ah2wJirVEGUITkcPU6ali,Trouble,62,Laufey,0.335,0.182,6.0,-13.905,0.0926,0.926,3.54e-06,0.105,0.245,197.286
1pyfaPU3aw8JorXRJQf6cs,It Could Happen To You,63,Laufey,0.681,0.278,2.0,-10.758,0.0446,0.779,3.61e-05,0.108,0.431,80.562
2SEeyc2KS9DIjiJPCYtfgJ,Goddess,67,Laufey,0.372,0.128,5.0,-12.997,0.0355,0.973,0.000315,0.0916,0.172,78.949
0yWvRhhVKxaUB1ImFvCLTw,"Symphony No. 1 in C Minor, Op. 11: I. Allegro di molto",4,Felix Mendelssohn,0.315,0.287,8.0,-15.725,0.0384,0.82,0.898,0.214,0.218,120.838
5pmjRsuhS7SnKWvfGmE2Nz,"Symphony No. 1 in C Minor, Op. 11: II. Andante",4,Felix Mendelssohn,0.0632,0.0392,10.0,-30.424,0.0464,0.742,0.93,0.11,0.0496,58.322
2pehPnOI3mUlfEaGq44aOX,"Symphony No. 1 in C Minor, Op. 11: III. Menuetto. Allegro molto",4,Felix Mendelssohn,0.242,0.18,8.0,-18.478,0.0327,0.757,0.817,0.194,0.299,100.789
44mr451O7XYiQGvZW3Utyx,"Symphony No. 1 in C Minor, Op. 11: IV. Allegro con fuoco",3,Felix Mendelssohn,0.38,0.327,0.0,-13.672,0.0396,0.854,0.923,0.313,0.356,136.417
7rdADXdFnI4o2o22lrqRUx,"Symphony No. 2 in B-Flat Major, Op. 52 ""Hymn of Praise"": I. Sinfonia: a. Maestoso con moto",3,Felix Mendelssohn,0.218,0.226,10.0,-15.443,0.0352,0.949,0.927,0.129,0.0974,142.59
7HHMKQVXXox2v8G1TSPrxW,"Symphony No. 2 in B-Flat Major, Op. 52 ""Hymn of Praise"": I. Sinfonia: b. Allegretto un poco agitato",3,Felix Mendelssohn,0.102,0.125,7.0,-23.643,0.0492,0.926,0.874,0.31,0.108,74.422
0mdoTH4XN4RseuKnBP5rd8,"Symphony No. 2 in B-Flat Major, Op. 52 ""Hymn of Praise"": I. Sinfonia: c. Adagio religioso",3,Felix Mendelssohn,0.0627,0.071,2.0,-23.763,0.0443,0.927,0.767,0.121,0.0359,61.115
5JhqJ1F7dwY2zubmpGXdRZ,"Symphony No. 2 in B-Flat Major, Op. 52 ""Hymn of Praise"": II. Chorus. Alles was Odem hat lobe den Herrn – Solo. Lobe den Herrn, meine Seele",3,Felix Mendelssohn,0.208,0.346,10.0,-15.361,0.0787,0.98,0.0297,0.181,0.0906,76.384
5nHBBAS5mAoYatyRcGEEyG,"Symphony No. 2 in B-Flat Major, Op. 52 ""Hymn of Praise"": III. Recit. Saget es, die ihr erlöst seid... Aria. Er zählet unsre Tränen",2,Felix Mendelssohn,0.284,0.0888,7.0,-23.538,0.0435,0.91,0.00023,0.299,0.147,82.612
5Ee98IJNInvSDtq3EyBmMr,"Symphony No. 2 in B-Flat Major, Op. 52 ""Hymn of Praise"": IV. Chorus. Sagt es, die ihr erlöst seid",2,Felix Mendelssohn,0.177,0.151,7.0,-23.034,0.0418,0.984,0.867,0.0935,0.193,113.995
2TkQsDNRjxKZ7oYn8yBkip,"Symphony No. 2 in B-Flat Major, Op. 52 ""Hymn of Praise"": V. Duet & Chorus. Ich harrete des Herrn",2,Felix Mendelssohn,0.231,0.132,3.0,-21.822,0.0479,0.985,0.0332,0.102,0.0385,75.158
4pWBWbW0XpnbDM7Bd7KTAw,"Symphony No. 2 in B-Flat Major, Op. 52 ""Hymn of Praise"": VI. Solo. Stricke des Todes hatten uns umfangen",2,Felix Mendelssohn,0.235,0.112,4.0,-20.738,0.0398,0.968,0.000104,0.202,0.0387,79.611
2NUlfuMckDgaZ9xeWE2Nyt,"Symphony No. 2 in B-Flat Major, Op. 52 ""Hymn of Praise"": VII. Chorus. Die Nacht ist vergangen",2,Felix Mendelssohn,0.284,0.48,2.0,-11.771,0.038,0.969,0.0248,0.161,0.128,96.648
14HxknZv2cmQsMKO39Vncr,"Symphony No. 2 in B-Flat Major, Op. 52 ""Hymn of Praise"": VIII. Chorale. Nun danket alle Gott",2,Felix Mendelssohn,0.12,0.159,7.0,-21.206,0.0354,0.966,0.863,0.127,0.0389,79.413
199lrC3NAZvU2crQiYgOaa,"Symphony No. 2 in B-Flat Major, Op. 52 ""Hymn of Praise"": IX. Duet. Drum sing ich mit meinem Liede",2,Felix Mendelssohn,0.289,0.129,10.0,-21.15,0.0427,0.968,0.00156,0.097,0.132,85.389
1F8U8ykaPMxySrW68Aznqz,"Symphony No. 2 in B-Flat Major, Op. 52 ""Hymn of Praise"": X. Chorus. Ihr Völker, bringet Her dem Herrn Ehre und Macht!",2,Felix Mendelssohn,0.201,0.445,10.0,-12.788,0.0323,0.984,0.581,0.206,0.187,87.963
2i5ZlqSyXLxtPPnyVgnv4r,"The Hebrides Overture, Op. 26 ""Fingal's Cave""",2,Felix Mendelssohn,0.225,0.154,7.0,-16.079,0.0404,0.917,0.916,0.18,0.0699,123.555
4OXgkbcfjm1VRK6FQMH1xl,"Symphony No. 3 in A Minor, Op. 56 ""Scottish"": I. Andante con moto – Allegro un poco agitato",2,Felix Mendelssohn,0.0904,0.171,9.0,-16.538,0.042,0.938,0.895,0.117,0.0393,76.13
5iBLCPRzbvhQUnvLqSKy5p,"Symphony No. 3 in A Minor, Op. 56 ""Scottish"": II. Vivace non troppo",1,Felix Mendelssohn,0.379,0.243,5.0,-17.411,0.0537,0.955,0.862,0.0947,0.295,123.22
6TgsZdtaOoPtA5i7K5GtAv,"Symphony No. 3 in A Minor, Op. 56 ""Scottish"": III. Adagio",2,Felix Mendelssohn,0.0765,0.106,9.0,-17.905,0.0362,0.957,0.882,0.118,0.0375,79.489
4eGcQeQBdKNvuJjUQe2PI2,"Symphony No. 3 in A Minor, Op. 56 ""Scottish"": IV. Allegro vivacissimo – Allegro maestoso assai",2,Felix Mendelssohn,0.314,0.265,9.0,-14.956,0.0419,0.944,0.891,0.121,0.248,117.307
2zdtPQQrv3MIDelWI4APLT,"Symphony No. 4 in A Major, Op. 90 ""Italian"": I. Allegro vivace",2,Felix Mendelssohn,0.26,0.283,9.0,-15.186,0.0436,0.954,0.862,0.127,0.224,143.178
2cVCHQuQ2OTDKpZq3mWFrU,"Symphony No. 4 in A Major, Op. 90 ""Italian"": II. Andante con moto",2,Felix Mendelssohn,0.232,0.063,2.0,-23.315,0.037,0.976,0.583,0.0801,0.152,130.862
74QTXp5GLLfcXjxXkxrvEZ,"Symphony No. 4 in A Major, Op. 90 ""Italian"": III. Con moto moderato",2,Felix Mendelssohn,0.149,0.0809,9.0,-22.301,0.0382,0.973,0.924,0.386,0.0596,99.418
7fcebOuLCoB16toK61h7YI,"Symphony No. 4 in A Major, Op. 90 ""Italian"": IV. Saltarello. Presto",1,Felix Mendelssohn,0.403,0.212,9.0,-16.287,0.035,0.97,0.927,0.222,0.362,94.903
4IbFnbugWxvKC8WEqIrkv1,"Symphony No. 5 in D Minor, Op. 107 ""Reformation"": I. Andante – Allegro con fuoco",1,Felix Mendelssohn,0.137,0.158,2.0,-16.823,0.0389,0.918,0.919,0.0627,0.0594,69.512
5HdzY4YieHeLOqURg2I0mK,"Symphony No. 5 in D Minor, Op. 107 ""Reformation"": II. Allegro vivace",1,Felix Mendelssohn,0.261,0.0406,10.0,-21.543,0.0342,0.959,0.888,0.0956,0.199,145.327
5TcJqUPijH7dwSRitJGLLv,"Symphony No. 5 in D Minor, Op. 107 ""Reformation"": III. Andante",1,Felix Mendelssohn,0.088,0.0339,7.0,-28.922,0.0468,0.904,0.898,0.104,0.0349,84.872
59kEpbIuAXhiaRjwzQdG2W,"Symphony No. 5 in D Minor, Op. 107 ""Reformation"": IV. Andante con moto (Chorale ""Ein feste Burg"")",1,Felix Mendelssohn,0.199,0.263,2.0,-13.758,0.0313,0.926,0.902,0.114,0.145,77.386
4x0PCnBJjZP7MnkXvnZzJ6,"Violin Concerto in E Minor, Op. 64: I. Allegro molto appassionato –",2,Felix Mendelssohn,0.231,0.0689,4.0,-25.645,0.0446,0.911,0.00606,0.132,0.0836,94.97
3TkwrbkMEdiA7utTTbOuZC,"Violin Concerto in E Minor, Op. 64: II. Andante",1,Felix Mendelssohn,0.155,0.0263,0.0,-32.465,0.0458,0.871,0.0242,0.0739,0.0365,101.423
3Hoef5kbWtmmc9GQmxuMGV,"Violin Concerto in E Minor, Op. 64: III. Allegretto non troppo – Allegro molto vivace",1,Felix Mendelssohn,0.357,0.0825,4.0,-24.857,0.0536,0.932,0.0253,0.0959,0.332,157.901
07aqixV5rsTFYVrvAWnkfr,"Lieder ohne Worte, Op. 102: No. 5 Allegro vivace (Arr. Ottensamer for Clarinet and Strings)",12,Felix Mendelssohn,0.607,0.351,4.0,-16.979,0.103,0.962,0.916,0.118,0.328,160.307
7mYIbBV6TmTuiXpcq1b9SQ,"Lieder ohne Worte, Op. 62 - Version for Piano Duet: No. 2 Allegro con fuoco in B Flat Major",11,Felix Mendelssohn,0.402,0.499,10.0,-22.168,0.11,0.988,0.849,0.679,0.255,75.218
2xfiVC1qDTEpJk6cJORFbE,"Viola Sonata in C Minor, MWV Q14: III. Andante con variazioni: e. Var. 4",10,Felix Mendelssohn,0.233,0.164,0.0,-23.156,0.0465,0.992,0.639,0.116,0.154,72.351
66uXbeKfs6fvZWYdR8hYfA,"Variations Concertantes, Op. 17, MWV Q19: Variation 4",10,Felix Mendelssohn,0.296,0.16,2.0,-20.85,0.0374,0.993,0.931,0.127,0.846,77.503
4DXtzlyit7DVXQRrH6vNI6,"Variations Concertantes, Op. 17, MWV Q19: Theme",9,Felix Mendelssohn,0.264,0.047,2.0,-26.063,0.0408,0.991,0.871,0.106,0.32,116.664
1J3awLi3ErCbpNpuQ7bPy5,"Viola Sonata in C Minor, MWV Q14: III. Andante con variazioni: f. Var. 5",9,Felix Mendelssohn,0.626,0.0318,0.0,-31.707,0.0543,0.996,0.739,0.172,0.532,95.927
3vzZc4f7RCgigNV5KX2NMO,"Viola Sonata in C Minor, MWV Q14: III. Andante con variazioni: g. Var. 6",10,Felix Mendelssohn,0.32,0.17,0.0,-23.324,0.039,0.978,0.953,0.161,0.237,72.999
